Protein	Gene.ID	Gene	Status	CAFA
4595	Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
4596	Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
4597	Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
4598	Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
4599	Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
4604	Q9BVL4	ENSG00000073169	SELENOO	Predicted mitochondrial	NA
4607	Q9BW72	ENSG00000146066	HIGD2A	Known mitochondrial	NA
4610	Q9BW92	ENSG00000143374	TARS2	Known mitochondrial	NA
4611	Q9BW92	ENSG00000143374	TARS2	Known mitochondrial	NA
4626	Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial	NA
4627	Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial	NA
4629	Q9BYC8	ENSG00000106591	MRPL32	Known mitochondrial	NA
4641	Q9BYT8	ENSG00000123213	NLN	Known mitochondrial	NA
4654	Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial	NA
4655	Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial	NA
4677	Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
4678	Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
4679	Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
4682	Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
4683	Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
4684	Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
4685	Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
4686	Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
4688	Q9H0N5	ENSG00000132570	PCBD2	Predicted mitochondrial	NA
4692	Q9H1A3	ENSG00000197006	METTL9	Predicted mitochondrial	NA
4693	Q9H1A3	ENSG00000197006	METTL9	Predicted mitochondrial	NA
4696	Q9H1K4	ENSG00000182902	SLC25A18	Known mitochondrial	NA
4700	Q9H1U9	ENSG00000122696	SLC25A51	Known mitochondrial	NA
4723	Q9H3J6	ENSG00000130921	C12orf65	Known mitochondrial	NA
4724	Q9H3J6	ENSG00000130921	C12orf65	Known mitochondrial	NA
4734	Q9H4I3	ENSG00000170638	TRABD	Predicted mitochondrial	NA
4735	Q9H4I3	ENSG00000170638	TRABD	Predicted mitochondrial	NA
4745	Q9H649	ENSG00000178694	NSUN3	Known mitochondrial	NA
4746	Q9H6A0	ENSG00000162777	DENND2D	Predicted mitochondrial	NA
4747	Q9H6A0	ENSG00000162777	DENND2D	Predicted mitochondrial	NA
4748	Q9H6K4	ENSG00000125741	OPA3	Known mitochondrial	NA
4749	Q9H6K4	ENSG00000125741	OPA3	Known mitochondrial	NA
4750	Q9H6R3	ENSG00000111058	ACSS3	Known mitochondrial	NA
4751	Q9H6R3	ENSG00000111058	ACSS3	Known mitochondrial	NA
4756	Q9H825	ENSG00000123600	METTL8	Known mitochondrial	NA
4757	Q9H825	ENSG00000123600	METTL8	Known mitochondrial	NA
4759	Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
4760	Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
4761	Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
4762	Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
4763	Q9H8M1	ENSG00000115520	COQ10B	Known mitochondrial	NA
4764	Q9H8M1	ENSG00000115520	COQ10B	Known mitochondrial	NA
4781	Q9H9J4	ENSG00000106346	USP42	Predicted mitochondrial	NA
4782	Q9H9J4	ENSG00000106346	USP42	Predicted mitochondrial	NA
4785	Q9HA77	ENSG00000134905	CARS2	Known mitochondrial	NA
4786	Q9HA92	ENSG00000136444	RSAD1	Known mitochondrial	NA
4787	Q9HA92	ENSG00000136444	RSAD1	Known mitochondrial	NA
4792	Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
4793	Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
4794	Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
4795	Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
4796	Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
4801	Q9HBL7	ENSG00000107020	PLGRKT	Known mitochondrial	NA
4804	Q9HC36	ENSG00000171861	MRM3	Known mitochondrial	NA
4818	Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
4819	Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
4820	Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
4821	Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
4841	Q9NNZ3	ENSG00000110011	DNAJC4	Predicted mitochondrial	NA
4851	Q9NPE2	ENSG00000182768	NGRN	Known mitochondrial	NA
4852	Q9NPE2	ENSG00000182768	NGRN	Known mitochondrial	NA
4853	Q9NPG2	ENSG00000165553	NGB	Predicted mitochondrial	NA
4877	Q9NQZ5	ENSG00000084090	STARD7	Known mitochondrial	NA
4901	Q9NRP4	ENSG00000196636	SDHAF3	Known mitochondrial	NA
4904	Q9NRX3	ENSG00000185633	NDUFA4L2	Known mitochondrial	NA
4924	Q9NU23	ENSG00000083099	LYRM2	Known mitochondrial	NA
4944	Q9NVD3	ENSG00000185917	SETD4	Predicted mitochondrial	NA
4945	Q9NVD3	ENSG00000185917	SETD4	Predicted mitochondrial	NA
4946	Q9NVD3	ENSG00000185917	SETD4	Predicted mitochondrial	NA
4947	Q9NVD3	ENSG00000185917	SETD4	Predicted mitochondrial	NA
4948	Q9NVH0	ENSG00000081177	EXD2	Predicted mitochondrial	NA
4949	Q9NVH0	ENSG00000081177	EXD2	Predicted mitochondrial	NA
4974	Q9NVT9	ENSG00000104442	ARMC1	Predicted mitochondrial	NA
4975	Q9NVT9	ENSG00000104442	ARMC1	Predicted mitochondrial	NA
4978	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4979	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4980	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4981	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4982	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4983	Q9NW81	ENSG00000105341	ATP5SL	Known mitochondrial	NA
4987	Q9NWM3	ENSG00000180891	CUEDC1	Predicted mitochondrial	NA
4988	Q9NWM3	ENSG00000180891	CUEDC1	Predicted mitochondrial	NA
4989	Q9NWQ9	ENSG00000179933	C14orf119	Predicted mitochondrial	NA
5001	Q9NX00	ENSG00000130748	TMEM160	Predicted mitochondrial	NA
5007	Q9NX36	ENSG00000177692	DNAJC28	Predicted mitochondrial	NA
5020	Q9NXK8	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
5021	Q9NXK8	ENSG00000127452	FBXL12	Predicted mitochondrial	NA
5022	Q9NYJ1	ENSG00000181924	COA4	Known mitochondrial	NA
5023	Q9NYJ1	ENSG00000181924	COA4	Known mitochondrial	NA
5030	Q9NYZ2	ENSG00000147454	SLC25A37	Known mitochondrial	NA
5031	Q9NYZ2	ENSG00000147454	SLC25A37	Known mitochondrial	NA
5032	Q9NYZ2	ENSG00000147454	SLC25A37	Known mitochondrial	NA
5064	Q9P0S2	ENSG00000133983	COX16	Known mitochondrial	NA
5065	Q9P0S9	ENSG00000111843	TMEM14C	Predicted mitochondrial	NA
5067	Q9P286	ENSG00000101349	PAK5	Known mitochondrial	NA
5068	Q9P291	ENSG00000126947	ARMCX1	Predicted mitochondrial	NA
5070	Q9P2P5	ENSG00000138411	HECW2	Predicted mitochondrial	NA
5071	Q9P2P5	ENSG00000138411	HECW2	Predicted mitochondrial	NA
5084	Q9UF12	ENSG00000250799	PRODH2	Known mitochondrial	NA
5096	Q9UH62	ENSG00000102401	ARMCX3	Predicted mitochondrial	NA
5108	Q9UI17	ENSG00000132837	DMGDH	Known mitochondrial	NA
5109	Q9UI17	ENSG00000132837	DMGDH	Known mitochondrial	NA
5122	Q9UIJ7	ENSG00000147853	AK3	Known mitochondrial	NA
5123	Q9UIJ7	ENSG00000147853	AK3	Known mitochondrial	NA
5124	Q9UIJ7	ENSG00000147853	AK3	Known mitochondrial	NA
5130	Q9UJ72	ENSG00000109511	ANXA10	Predicted mitochondrial	NA
5154	Q9UL10	ENSG00000123453	SARDH	Known mitochondrial	NA
5165	Q9ULD0	ENSG00000197444	OGDHL	Known mitochondrial	NA
5166	Q9ULD0	ENSG00000197444	OGDHL	Known mitochondrial	NA
5167	Q9ULD0	ENSG00000197444	OGDHL	Known mitochondrial	NA
5175	Q9ULI2	ENSG00000166532	RIMKLB	Predicted mitochondrial	NA
5176	Q9ULI2	ENSG00000166532	RIMKLB	Predicted mitochondrial	NA
5222	Q9Y2W6	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
5223	Q9Y2W6	ENSG00000182134	TDRKH	Predicted mitochondrial	NA
5226	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5227	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5228	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5229	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5230	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5231	Q9Y2Z2	ENSG00000135297	MTO1	Known mitochondrial	NA
5240	Q9Y320	ENSG00000213593	TMX2	Predicted mitochondrial	NA
5241	Q9Y320	ENSG00000213593	TMX2	Predicted mitochondrial	NA
5251	Q9Y3B1	ENSG00000101166	PRELID3B	Predicted mitochondrial	NA
5252	Q9Y3B1	ENSG00000101166	PRELID3B	Predicted mitochondrial	NA
5266	Q9Y3E2	ENSG00000178096	BOLA1	Predicted mitochondrial	NA
5294	Q9Y5R4	ENSG00000114735	HEMK1	Predicted mitochondrial	NA
5295	Q9Y5T4	ENSG00000120675	DNAJC15	Known mitochondrial	NA
5320	R4GMR9	ENSG00000156398	SFXN2	Predicted mitochondrial	NA
5321	R4GMS6	ENSG00000156398	SFXN2	Predicted mitochondrial	NA
5322	R4GN43	ENSG00000184983	NDUFA6	Known mitochondrial	NA
5323	R4GN53	ENSG00000173137	ADCK5	Predicted mitochondrial	NA
5324	R4GN63	ENSG00000156398	SFXN2	Predicted mitochondrial	NA
5325	R4GN64	ENSG00000004864	SLC25A13	Known mitochondrial	NA
5326	R4GN65	ENSG00000119912	IDE	Known mitochondrial	NA
5327	R4GN79	ENSG00000099821	POLRMT	Known mitochondrial	NA
5328	R4GN99	ENSG00000108179	PPIF	Known mitochondrial	NA
5329	R4GNJ2	ENSG00000122406	RPL5	Predicted mitochondrial	NA
5330	S4R2X2	ENSG00000164466	SFXN1	Known mitochondrial	NA
5331	S4R2X5	ENSG00000204152	TIMM23B	Known mitochondrial	NA
5332	S4R2Z0	ENSG00000043514	TRIT1	Known mitochondrial	NA
5333	S4R2Z7	ENSG00000198015	MRPL42	Known mitochondrial	NA
5334	S4R319	ENSG00000156026	MCU	Known mitochondrial	NA
5335	S4R332	ENSG00000156026	MCU	Known mitochondrial	NA
5336	S4R348	ENSG00000132313	MRPL35	Known mitochondrial	NA
5337	S4R354	ENSG00000135093	USP30	Known mitochondrial	NA
5338	S4R360	ENSG00000198015	MRPL42	Known mitochondrial	NA
5339	S4R369	ENSG00000116221	MRPL37	Known mitochondrial	NA
5340	S4R3F4	ENSG00000043514	TRIT1	Known mitochondrial	NA
5341	S4R3F5	ENSG00000156026	MCU	Known mitochondrial	NA
5342	S4R3I5	ENSG00000170906	NDUFA3	Known mitochondrial	NA
5343	S4R3N9	ENSG00000107819	SFXN3	Known mitochondrial	NA
5344	S4R3P5	ENSG00000139428	MMAB	Known mitochondrial	NA
5345	S4R3Q9	ENSG00000155463	OXA1L	Known mitochondrial	NA
5346	S4R3T6	ENSG00000170906	NDUFA3	Known mitochondrial	NA
5347	S4R3W8	ENSG00000156026	MCU	Known mitochondrial	NA
5348	S4R3Z1	ENSG00000139428	MMAB	Known mitochondrial	NA
5349	S4R453	ENSG00000156113	KCNMA1	Known mitochondrial	NA
5350	S4R457	ENSG00000165119	HNRNPK	Known mitochondrial	NA
5351	U3KPR6	ENSG00000164241	C5orf63	Predicted mitochondrial	NA
5352	U3KPS9	ENSG00000143199	ADCY10	Known mitochondrial	NA
5353	U3KPU7	ENSG00000137700	SLC37A4	Predicted mitochondrial	NA
5354	U3KPX8	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
5355	U3KQ05	ENSG00000164241	C5orf63	Predicted mitochondrial	NA
5356	U3KQ09	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
5357	U3KQ56	ENSG00000137106	GRHPR	Known mitochondrial	NA
5358	U3KQ63	ENSG00000146701	MDH2	Known mitochondrial	NA
5359	U3KQ69	ENSG00000148824	MTG1	Known mitochondrial	NA
5360	U3KQ94	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
5361	U3KQD9	ENSG00000087157	PGS1	Known mitochondrial	NA
5362	U3KQE4	ENSG00000122335	SERAC1	Known mitochondrial	NA
5363	U3KQG0	ENSG00000143374	TARS2	Known mitochondrial	NA
5364	U3KQG3	ENSG00000122335	SERAC1	Known mitochondrial	NA
5365	U3KQH8	ENSG00000161281	COX7A1	Known mitochondrial	NA
5366	U3KQL2	ENSG00000170634	ACYP2	Predicted mitochondrial	NA
5367	U3KQL4	ENSG00000137700	SLC37A4	Predicted mitochondrial	NA
5368	U3KQM0	ENSG00000164040	PGRMC2	Predicted mitochondrial	NA
5369	U3KQR4	ENSG00000164241	C5orf63	Predicted mitochondrial	NA
5370	U3KQS2	ENSG00000137700	SLC37A4	Predicted mitochondrial	NA
5371	U3KQT8	ENSG00000124523	SIRT5	Known mitochondrial	NA
5372	U3KQU8	ENSG00000154814	OXNAD1	Known mitochondrial	NA
5373	V9GY06	ENSG00000122912	SLC25A16	Known mitochondrial	NA
5374	V9GY32	ENSG00000167113	COQ4	Known mitochondrial	NA
5375	V9GY50	ENSG00000117862	TXNDC12	Known mitochondrial	NA
5376	V9GY69	ENSG00000163644	PPM1K	Known mitochondrial	NA
5377	V9GYA5	ENSG00000122912	SLC25A16	Known mitochondrial	NA
5378	V9GYG0	ENSG00000151729	SLC25A4	Known mitochondrial	NA
5379	V9GYK7	ENSG00000126768	TIMM17B	Known mitochondrial	NA
5380	V9GYL4	ENSG00000132676	DAP3	Known mitochondrial	NA
5381	V9GYP4	ENSG00000242110	AMACR	Known mitochondrial	NA
5382	V9GYS0	ENSG00000126768	TIMM17B	Known mitochondrial	NA
5383	V9GYS5	ENSG00000111906	HDDC2	Predicted mitochondrial	NA
5384	V9GYU9	ENSG00000242110	AMACR	Known mitochondrial	NA
5385	V9GYV4	ENSG00000117862	TXNDC12	Known mitochondrial	NA
5386	V9GYW7	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
5387	V9GYZ0	ENSG00000125779	PANK2	Known mitochondrial	NA
5388	V9GYZ5	ENSG00000163644	PPM1K	Known mitochondrial	NA
5389	V9GZ04	ENSG00000111906	HDDC2	Predicted mitochondrial	NA
5390	V9GZ09	ENSG00000167113	COQ4	Known mitochondrial	NA
5391	V9GZ37	ENSG00000204389	HSPA1A	Known mitochondrial	NA
5392	V9GZ45	ENSG00000242110	AMACR	Known mitochondrial	NA
5393	V9GZ62	ENSG00000100364	KIAA0930	Predicted mitochondrial	NA
5394	V9GZ72	ENSG00000006744	ELAC2	Known mitochondrial	NA
5395	V9GZ76	ENSG00000136628	EPRS	Predicted mitochondrial	NA
5396	V9HW75	ENSG00000070081	NUCB2	Known mitochondrial	NA
5397	X6R2L4	ENSG00000183207	RUVBL2	Known mitochondrial	NA
5398	X6R3N0	ENSG00000143554	SLC27A3	Predicted mitochondrial	NA
5399	X6R5Z6	ENSG00000168275	COA6	Known mitochondrial	NA
5400	X6R631	ENSG00000162910	MRPL55	Known mitochondrial	NA
5401	X6R6D0	ENSG00000160691	SHC1	Known mitochondrial	NA
5402	X6R717	ENSG00000089876	DHX32	Known mitochondrial	NA
5403	X6R772	ENSG00000130348	QRSL1	Known mitochondrial	NA
5404	X6R9F1	ENSG00000134884	ARGLU1	Predicted mitochondrial	NA
5405	X6RAY8	ENSG00000105364	MRPL4	Known mitochondrial	NA
