Protein	Gene.ID	Gene	Status	CAFA
Q96RQ3	ENSG00000078070	MCCC1	Known mitochondrial	Da
Q96RR1	ENSG00000107815	TWNK	Known mitochondrial	Da
Q96RR1	ENSG00000107815	TWNK	Known mitochondrial	Da
Q96RR1	ENSG00000107815	TWNK	Known mitochondrial	Da
Q96ST8	ENSG00000121289	CEP89	Known mitochondrial	Da
Q96ST8	ENSG00000121289	CEP89	Known mitochondrial	Da
Q96ST8	ENSG00000121289	CEP89	Known mitochondrial	Da
Q96SZ5	ENSG00000181915	ADO	Predicted mitochondrial	Da
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96SZ6	ENSG00000101391	CDK5RAP1	Predicted mitochondrial	NA
Q96T21	ENSG00000187742	SECISBP2	Known mitochondrial	Da
Q96T21	ENSG00000187742	SECISBP2	Known mitochondrial	Da
Q96T21	ENSG00000187742	SECISBP2	Known mitochondrial	Da
Q96T52	ENSG00000184903	IMMP2L	Known mitochondrial	NA
Q96T52	ENSG00000184903	IMMP2L	Known mitochondrial	NA
Q96T60	ENSG00000039650	PNKP	Known mitochondrial	Da
Q96T60	ENSG00000039650	PNKP	Known mitochondrial	Da
Q96T66	ENSG00000163864	NMNAT3	Known mitochondrial	Da
Q96T66	ENSG00000163864	NMNAT3	Known mitochondrial	Da
Q96T66	ENSG00000163864	NMNAT3	Known mitochondrial	Da
Q96TA2	ENSG00000136758	YME1L1	Known mitochondrial	Da
Q96TA2	ENSG00000136758	YME1L1	Known mitochondrial	Da
Q96TA2	ENSG00000136758	YME1L1	Known mitochondrial	Da
Q96TC7	ENSG00000137824	RMDN3	Known mitochondrial	Da
Q96TC7	ENSG00000137824	RMDN3	Known mitochondrial	Da
Q99417	ENSG00000214114	MYCBP	Known mitochondrial	Da
Q99497	ENSG00000116288	PARK7	Known mitochondrial	Da
Q99536	ENSG00000108828	VAT1	Predicted mitochondrial	Da
Q99536	ENSG00000108828	VAT1	Predicted mitochondrial	Da
Q99536	ENSG00000108828	VAT1	Predicted mitochondrial	Da
Q99551	ENSG00000127989	MTERF1	Known mitochondrial	Da
Q99595	ENSG00000134375	TIMM17A	Known mitochondrial	Da
Q99623	ENSG00000215021	PHB2	Known mitochondrial	Da
Q99623	ENSG00000215021	PHB2	Known mitochondrial	Da
Q99643	ENSG00000143252	SDHC	Known mitochondrial	Da
Q99643	ENSG00000143252	SDHC	Known mitochondrial	Da
Q99643	ENSG00000143252	SDHC	Known mitochondrial	Da
Q99643	ENSG00000143252	SDHC	Known mitochondrial	Da
Q99643	ENSG00000143252	SDHC	Known mitochondrial	Da
Q99714	ENSG00000072506	HSD17B10	Known mitochondrial	Da
Q99714	ENSG00000072506	HSD17B10	Known mitochondrial	Da
Q99747	ENSG00000134265	NAPG	Known mitochondrial	Da
Q99747	ENSG00000134265	NAPG	Known mitochondrial	Da
Q99757	ENSG00000100348	TXN2	Known mitochondrial	Da
Q99766	ENSG00000125375	ATP5S	Known mitochondrial	Da
Q99766	ENSG00000125375	ATP5S	Known mitochondrial	Da
Q99766	ENSG00000125375	ATP5S	Known mitochondrial	Da
Q99797	ENSG00000027001	MIPEP	Known mitochondrial	Da
Q99798	ENSG00000100412	ACO2	Known mitochondrial	Da
Q99807	ENSG00000167186	COQ7	Known mitochondrial	Da
Q99807	ENSG00000167186	COQ7	Known mitochondrial	Da
Q9BPW8	ENSG00000184117	NIPSNAP1	Known mitochondrial	NA
Q9BPX6	ENSG00000107745	MICU1	Known mitochondrial	Da
Q9BPX6	ENSG00000107745	MICU1	Known mitochondrial	Da
Q9BPX6	ENSG00000107745	MICU1	Known mitochondrial	Da
Q9BPX6	ENSG00000107745	MICU1	Known mitochondrial	Da
Q9BPX6	ENSG00000107745	MICU1	Known mitochondrial	Da
Q9BQ48	ENSG00000130312	MRPL34	Known mitochondrial	Da
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial	Da
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial	Da
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial	Da
Q9BQ52	ENSG00000006744	ELAC2	Known mitochondrial	Da
Q9BQ69	ENSG00000133315	MACROD1	Known mitochondrial	Da
Q9BQ95	ENSG00000130159	ECSIT	Known mitochondrial	Da
Q9BQ95	ENSG00000130159	ECSIT	Known mitochondrial	Da
Q9BQ95	ENSG00000130159	ECSIT	Known mitochondrial	Da
Q9BQ95	ENSG00000130159	ECSIT	Known mitochondrial	Da
Q9BQA9	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
Q9BQA9	ENSG00000178927	C17orf62	Predicted mitochondrial	NA
Q9BQC6	ENSG00000173141	MRPL57	Known mitochondrial	NA
Q9BQD7	ENSG00000103254	FAM173A	Predicted mitochondrial	NA
Q9BQP7	ENSG00000125871	MGME1	Known mitochondrial	Da
Q9BQT8	ENSG00000183032	SLC25A21	Known mitochondrial	Da
Q9BQT8	ENSG00000183032	SLC25A21	Known mitochondrial	Da
Q9BRQ6	ENSG00000159685	CHCHD6	Known mitochondrial	Da
Q9BRR3	ENSG00000165152	TMEM246	Predicted mitochondrial	NA
Q9BRT2	ENSG00000137288	UQCC2	Known mitochondrial	Da
Q9BRU9	ENSG00000147679	UTP23	Predicted mitochondrial	NA
Q9BRU9	ENSG00000147679	UTP23	Predicted mitochondrial	NA
Q9BRX8	ENSG00000122378	FAM213A	Predicted mitochondrial	Da
Q9BRX8	ENSG00000122378	FAM213A	Predicted mitochondrial	Da
Q9BS92	ENSG00000165028	NIPSNAP3B	Predicted mitochondrial	NA
Q9BSE5	ENSG00000116771	AGMAT	Known mitochondrial	Da
Q9BSF4	ENSG00000142444	TIMM29	Predicted mitochondrial	NA
Q9BSH4	ENSG00000136463	TACO1	Known mitochondrial	Da
Q9BSH5	ENSG00000119431	HDHD3	Known mitochondrial	NA
Q9BSK2	ENSG00000171612	SLC25A33	Known mitochondrial	NA
Q9BST8	ENSG00000149428	HYOU1	Predicted mitochondrial	NA
Q9BST9	ENSG00000114993	RTKN	Predicted mitochondrial	Da
Q9BST9	ENSG00000114993	RTKN	Predicted mitochondrial	Da
Q9BST9	ENSG00000114993	RTKN	Predicted mitochondrial	Da
Q9BSY4	ENSG00000125611	CHCHD5	Known mitochondrial	NA
Q9BSY4	ENSG00000125611	CHCHD5	Known mitochondrial	NA
Q9BT17	ENSG00000148824	MTG1	Known mitochondrial	Da
Q9BT17	ENSG00000148824	MTG1	Known mitochondrial	Da
Q9BT30	ENSG00000125652	ALKBH7	Known mitochondrial	Da
Q9BT92	ENSG00000139437	TCHP	Known mitochondrial	Da
Q9BTR4	ENSG00000076043	REXO2	Known mitochondrial	NA
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BTZ2	ENSG00000157326	DHRS4	Predicted mitochondrial	Da
Q9BU61	ENSG00000178057	NDUFAF3	Known mitochondrial	Da
Q9BU61	ENSG00000178057	NDUFAF3	Known mitochondrial	Da
Q9BUA6	ENSG00000106436	MYL10	Predicted mitochondrial	Da
Q9BUB7	ENSG00000175606	TMEM70	Known mitochondrial	Da
Q9BUB7	ENSG00000175606	TMEM70	Known mitochondrial	Da
Q9BUB7	ENSG00000175606	TMEM70	Known mitochondrial	Da
Q9BUE6	ENSG00000135070	ISCA1	Known mitochondrial	NA
Q9BUE6	ENSG00000135070	ISCA1	Known mitochondrial	NA
Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
Q9BUK0	ENSG00000170791	CHCHD7	Predicted mitochondrial	NA
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUK6	ENSG00000125459	MSTO1	Known mitochondrial	Da
Q9BUP0	ENSG00000115468	EFHD1	Known mitochondrial	Da
Q9BUP0	ENSG00000115468	EFHD1	Known mitochondrial	Da
Q9BUR5	ENSG00000184831	APOO	Known mitochondrial	Da
Q9BUR5	ENSG00000184831	APOO	Known mitochondrial	Da
Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
Q9BUV0	ENSG00000117616	RSRP1	Predicted mitochondrial	NA
Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
Q9BV35	ENSG00000125648	SLC25A23	Known mitochondrial	NA
Q9BV47	ENSG00000133878	DUSP26	Predicted mitochondrial	Da
Q9BV47	ENSG00000133878	DUSP26	Predicted mitochondrial	Da
Q9BV79	ENSG00000116353	MECR	Known mitochondrial	Da
Q9BV79	ENSG00000116353	MECR	Known mitochondrial	Da
Q9BVL4	ENSG00000073169	SELENOO	Predicted mitochondrial	NA
Q9BVS5	ENSG00000171103	TRMT61B	Known mitochondrial	Da
Q9BVV7	ENSG00000075336	TIMM21	Known mitochondrial	Da
Q9BW72	ENSG00000146066	HIGD2A	Known mitochondrial	NA
Q9BW91	ENSG00000170502	NUDT9	Known mitochondrial	Da
Q9BW91	ENSG00000170502	NUDT9	Known mitochondrial	Da
Q9BW92	ENSG00000143374	TARS2	Known mitochondrial	NA
Q9BW92	ENSG00000143374	TARS2	Known mitochondrial	NA
Q9BWH2	ENSG00000165775	FUNDC2	Predicted mitochondrial	Da
Q9BWM7	ENSG00000107819	SFXN3	Known mitochondrial	Da
Q9BX68	ENSG00000137133	HINT2	Known mitochondrial	Da
Q9BXF6	ENSG00000135631	RAB11FIP5	Known mitochondrial	Da
Q9BXH1	ENSG00000105327	BBC3	Known mitochondrial	Da
Q9BXH1	ENSG00000105327	BBC3	Known mitochondrial	Da
Q9BXI2	ENSG00000120329	SLC25A2	Known mitochondrial	Da
Q9BXK5	ENSG00000099968	BCL2L13	Predicted mitochondrial	Da
Q9BXK5	ENSG00000099968	BCL2L13	Predicted mitochondrial	Da
Q9BXK5	ENSG00000099968	BCL2L13	Predicted mitochondrial	Da
Q9BXM7	ENSG00000158828	PINK1	Known mitochondrial	Da
Q9BXM7	ENSG00000158828	PINK1	Known mitochondrial	Da
Q9BXR0	ENSG00000213339	QTRT1	Known mitochondrial	Da
Q9BXR0	ENSG00000213339	QTRT1	Known mitochondrial	Da
Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial	NA
Q9BXW7	ENSG00000069998	HDHD5	Known mitochondrial	NA
Q9BYC2	ENSG00000198754	OXCT2	Known mitochondrial	Da
Q9BYC8	ENSG00000106591	MRPL32	Known mitochondrial	NA
Q9BYC9	ENSG00000242485	MRPL20	Known mitochondrial	Da
Q9BYC9	ENSG00000242485	MRPL20	Known mitochondrial	Da
Q9BYD1	ENSG00000172172	MRPL13	Known mitochondrial	Da
Q9BYD2	ENSG00000143436	MRPL9	Known mitochondrial	Da
Q9BYD3	ENSG00000105364	MRPL4	Known mitochondrial	Da
Q9BYD3	ENSG00000105364	MRPL4	Known mitochondrial	Da
Q9BYD6	ENSG00000169288	MRPL1	Known mitochondrial	Da
Q9BYK8	ENSG00000130589	HELZ2	Predicted mitochondrial	Da
Q9BYK8	ENSG00000130589	HELZ2	Predicted mitochondrial	Da
Q9BYK8	ENSG00000130589	HELZ2	Predicted mitochondrial	Da
Q9BYN8	ENSG00000125901	MRPS26	Known mitochondrial	Da
Q9BYT8	ENSG00000123213	NLN	Known mitochondrial	NA
Q9BYV1	ENSG00000113492	AGXT2	Known mitochondrial	Da
Q9BYV1	ENSG00000113492	AGXT2	Known mitochondrial	Da
Q9BYV7	ENSG00000197580	BCO2	Known mitochondrial	Da
Q9BYV7	ENSG00000197580	BCO2	Known mitochondrial	Da
Q9BYV7	ENSG00000197580	BCO2	Known mitochondrial	Da
Q9BYV7	ENSG00000197580	BCO2	Known mitochondrial	Da
Q9BYV7	ENSG00000197580	BCO2	Known mitochondrial	Da
Q9BZ23	ENSG00000125779	PANK2	Known mitochondrial	Da
Q9BZ23	ENSG00000125779	PANK2	Known mitochondrial	Da
Q9BZ23	ENSG00000125779	PANK2	Known mitochondrial	Da
Q9BZ23	ENSG00000125779	PANK2	Known mitochondrial	Da
Q9BZE1	ENSG00000116221	MRPL37	Known mitochondrial	Da
Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial	NA
Q9BZJ4	ENSG00000013306	SLC25A39	Known mitochondrial	NA
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9C0C7	ENSG00000110497	AMBRA1	Predicted mitochondrial	Da
Q9GZT3	ENSG00000119705	SLIRP	Known mitochondrial	Da
Q9GZT3	ENSG00000119705	SLIRP	Known mitochondrial	Da
Q9GZT6	ENSG00000137500	CCDC90B	Known mitochondrial	Da
Q9GZT6	ENSG00000137500	CCDC90B	Known mitochondrial	Da
Q9GZT6	ENSG00000137500	CCDC90B	Known mitochondrial	Da
Q9GZT8	ENSG00000196290	NIF3L1	Known mitochondrial	Da
Q9GZT8	ENSG00000196290	NIF3L1	Known mitochondrial	Da
Q9GZT8	ENSG00000196290	NIF3L1	Known mitochondrial	Da
Q9GZY4	ENSG00000106603	COA1	Known mitochondrial	Da
Q9GZY8	ENSG00000168958	MFF	Known mitochondrial	Da
Q9GZY8	ENSG00000168958	MFF	Known mitochondrial	Da
Q9GZY8	ENSG00000168958	MFF	Known mitochondrial	Da
Q9GZY8	ENSG00000168958	MFF	Known mitochondrial	Da
Q9GZY8	ENSG00000168958	MFF	Known mitochondrial	Da
Q9H015	ENSG00000197208	SLC22A4	Known mitochondrial	Da
Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
Q9H019	ENSG00000117640	MTFR1L	Known mitochondrial	NA
Q9H061	ENSG00000171202	TMEM126A	Known mitochondrial	Da
Q9H061	ENSG00000171202	TMEM126A	Known mitochondrial	Da
Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
Q9H078	ENSG00000162129	CLPB	Known mitochondrial	NA
Q9H0C2	ENSG00000151475	SLC25A31	Known mitochondrial	Da
Q9H0N5	ENSG00000132570	PCBD2	Predicted mitochondrial	NA
Q9H0R6	ENSG00000130348	QRSL1	Known mitochondrial	Da
Q9H0R6	ENSG00000130348	QRSL1	Known mitochondrial	Da
Q9H0U6	ENSG00000112110	MRPL18	Known mitochondrial	Da
Q9H1A3	ENSG00000197006	METTL9	Predicted mitochondrial	NA
Q9H1A3	ENSG00000197006	METTL9	Predicted mitochondrial	NA
Q9H1K1	ENSG00000136003	ISCU	Known mitochondrial	Da
Q9H1K1	ENSG00000136003	ISCU	Known mitochondrial	Da
Q9H1K4	ENSG00000182902	SLC25A18	Known mitochondrial	NA
Q9H1N7	ENSG00000124786	SLC35B3	Predicted mitochondrial	Da
Q9H1N7	ENSG00000124786	SLC35B3	Predicted mitochondrial	Da
Q9H1N7	ENSG00000124786	SLC35B3	Predicted mitochondrial	Da
Q9H1U9	ENSG00000122696	SLC25A51	Known mitochondrial	NA
Q9H244	ENSG00000169313	P2RY12	Known mitochondrial	Da
Q9H2D1	ENSG00000164933	SLC25A32	Known mitochondrial	Da
Q9H2K0	ENSG00000122033	MTIF3	Known mitochondrial	Da
Q9H2U2	ENSG00000138777	PPA2	Known mitochondrial	Da
Q9H2U2	ENSG00000138777	PPA2	Known mitochondrial	Da
Q9H2U2	ENSG00000138777	PPA2	Known mitochondrial	Da
Q9H2U2	ENSG00000138777	PPA2	Known mitochondrial	Da
Q9H2U2	ENSG00000138777	PPA2	Known mitochondrial	Da
Q9H2V7	ENSG00000169682	SPNS1	Known mitochondrial	Da
Q9H2V7	ENSG00000169682	SPNS1	Known mitochondrial	Da
Q9H2V7	ENSG00000169682	SPNS1	Known mitochondrial	Da
Q9H2V7	ENSG00000169682	SPNS1	Known mitochondrial	Da
Q9H2V7	ENSG00000169682	SPNS1	Known mitochondrial	Da
Q9H2W6	ENSG00000259494	MRPL46	Known mitochondrial	Da
Q9H300	ENSG00000175193	PARL	Known mitochondrial	Da
Q9H300	ENSG00000175193	PARL	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3H1	ENSG00000043514	TRIT1	Known mitochondrial	Da
Q9H3J6	ENSG00000130921	C12orf65	Known mitochondrial	NA
Q9H3J6	ENSG00000130921	C12orf65	Known mitochondrial	NA
Q9H3K2	ENSG00000165678	GHITM	Known mitochondrial	Da
Q9H3L0	ENSG00000168288	MMADHC	Known mitochondrial	Da
Q9H3P7	ENSG00000182827	ACBD3	Known mitochondrial	Da
Q9H3Z4	ENSG00000101152	DNAJC5	Predicted mitochondrial	Da
Q9H3Z4	ENSG00000101152	DNAJC5	Predicted mitochondrial	Da
Q9H4A6	ENSG00000113384	GOLPH3	Known mitochondrial	Da
Q9H4B0	ENSG00000128694	OSGEPL1	Known mitochondrial	Da
Q9H4B0	ENSG00000128694	OSGEPL1	Known mitochondrial	Da
Q9H4B0	ENSG00000128694	OSGEPL1	Known mitochondrial	Da
Q9H4I3	ENSG00000170638	TRABD	Predicted mitochondrial	NA
Q9H4I3	ENSG00000170638	TRABD	Predicted mitochondrial	NA
Q9H4I9	ENSG00000183172	SMDT1	Known mitochondrial	Da
Q9H4K7	ENSG00000101181	MTG2	Known mitochondrial	Da
Q9H4K7	ENSG00000101181	MTG2	Known mitochondrial	Da
Q9H596	ENSG00000189037	DUSP21	Known mitochondrial	Da
Q9H5Q4	ENSG00000162851	TFB2M	Known mitochondrial	Da
Q9H611	ENSG00000140451	PIF1	Known mitochondrial	Da
Q9H611	ENSG00000140451	PIF1	Known mitochondrial	Da
Q9H611	ENSG00000140451	PIF1	Known mitochondrial	Da
Q9H611	ENSG00000140451	PIF1	Known mitochondrial	Da
Q9H649	ENSG00000178694	NSUN3	Known mitochondrial	NA
Q9H6A0	ENSG00000162777	DENND2D	Predicted mitochondrial	NA
Q9H6A0	ENSG00000162777	DENND2D	Predicted mitochondrial	NA
Q9H6K4	ENSG00000125741	OPA3	Known mitochondrial	NA
Q9H6K4	ENSG00000125741	OPA3	Known mitochondrial	NA
Q9H6R3	ENSG00000111058	ACSS3	Known mitochondrial	NA
Q9H6R3	ENSG00000111058	ACSS3	Known mitochondrial	NA
Q9H7H0	ENSG00000165792	METTL17	Predicted mitochondrial	Da
Q9H7H0	ENSG00000165792	METTL17	Predicted mitochondrial	Da
Q9H7H0	ENSG00000165792	METTL17	Predicted mitochondrial	Da
Q9H7Z7	ENSG00000148334	PTGES2	Known mitochondrial	Da
Q9H825	ENSG00000123600	METTL8	Known mitochondrial	NA
Q9H825	ENSG00000123600	METTL8	Known mitochondrial	NA
Q9H845	ENSG00000177646	ACAD9	Known mitochondrial	Da
Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
Q9H857	ENSG00000168268	NT5DC2	Known mitochondrial	NA
Q9H8M1	ENSG00000115520	COQ10B	Known mitochondrial	NA
Q9H8M1	ENSG00000115520	COQ10B	Known mitochondrial	NA
Q9H902	ENSG00000068615	REEP1	Known mitochondrial	Da
Q9H902	ENSG00000068615	REEP1	Known mitochondrial	Da
Q9H902	ENSG00000068615	REEP1	Known mitochondrial	Da
Q9H902	ENSG00000068615	REEP1	Known mitochondrial	Da
Q9H903	ENSG00000163738	MTHFD2L	Known mitochondrial	Da
Q9H903	ENSG00000163738	MTHFD2L	Known mitochondrial	Da
Q9H903	ENSG00000163738	MTHFD2L	Known mitochondrial	Da
Q9H903	ENSG00000163738	MTHFD2L	Known mitochondrial	Da
Q9H903	ENSG00000163738	MTHFD2L	Known mitochondrial	Da
Q9H936	ENSG00000177542	SLC25A22	Known mitochondrial	Da
Q9H974	ENSG00000151576	QTRT2	Known mitochondrial	Da
Q9H974	ENSG00000151576	QTRT2	Known mitochondrial	Da
Q9H974	ENSG00000151576	QTRT2	Known mitochondrial	Da
Q9H974	ENSG00000151576	QTRT2	Known mitochondrial	Da
Q9H9B4	ENSG00000164466	SFXN1	Known mitochondrial	Da
Q9H9J2	ENSG00000135900	MRPL44	Known mitochondrial	Da
Q9H9J4	ENSG00000106346	USP42	Predicted mitochondrial	NA
Q9H9J4	ENSG00000106346	USP42	Predicted mitochondrial	NA
Q9H9P8	ENSG00000087299	L2HGDH	Known mitochondrial	Da
Q9H9P8	ENSG00000087299	L2HGDH	Known mitochondrial	Da
Q9HA77	ENSG00000134905	CARS2	Known mitochondrial	NA
Q9HA92	ENSG00000136444	RSAD1	Known mitochondrial	NA
Q9HA92	ENSG00000136444	RSAD1	Known mitochondrial	NA
Q9HAC7	ENSG00000175600	SUGCT	Known mitochondrial	Da
Q9HAC7	ENSG00000175600	SUGCT	Known mitochondrial	Da
Q9HAC7	ENSG00000175600	SUGCT	Known mitochondrial	Da
Q9HAC7	ENSG00000175600	SUGCT	Known mitochondrial	Da
Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
Q9HAP2	ENSG00000175727	MLXIP	Known mitochondrial	NA
Q9HAV7	ENSG00000109519	GRPEL1	Known mitochondrial	Da
Q9HB07	ENSG00000139637	C12orf10	Known mitochondrial	Da
Q9HBH1	ENSG00000258429	PDF	Known mitochondrial	Da
Q9HBH5	ENSG00000240857	RDH14	Predicted mitochondrial	Da
Q9HBL7	ENSG00000107020	PLGRKT	Known mitochondrial	NA
Q9HC21	ENSG00000125454	SLC25A19	Known mitochondrial	Da
Q9HC21	ENSG00000125454	SLC25A19	Known mitochondrial	Da
Q9HC36	ENSG00000171861	MRM3	Known mitochondrial	NA
Q9HC38	ENSG00000167699	GLOD4	Known mitochondrial	Da
Q9HC38	ENSG00000167699	GLOD4	Known mitochondrial	Da
Q9HC38	ENSG00000167699	GLOD4	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HC96	ENSG00000142330	CAPN10	Known mitochondrial	Da
Q9HCC0	ENSG00000131844	MCCC2	Known mitochondrial	Da
Q9HCC0	ENSG00000131844	MCCC2	Known mitochondrial	Da
Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
Q9HCD6	ENSG00000170921	TANC2	Predicted mitochondrial	NA
Q9HCE7	ENSG00000198742	SMURF1	Known mitochondrial	Da
Q9HCE7	ENSG00000198742	SMURF1	Known mitochondrial	Da
Q9HCL2	ENSG00000119927	GPAM	Known mitochondrial	Da
Q9HCN2	ENSG00000120471	TP53AIP1	Known mitochondrial	Da
Q9HCN2	ENSG00000120471	TP53AIP1	Known mitochondrial	Da
Q9HCN2	ENSG00000120471	TP53AIP1	Known mitochondrial	Da
Q9HCN2	ENSG00000120471	TP53AIP1	Known mitochondrial	Da
Q9HD23	ENSG00000124532	MRS2	Known mitochondrial	Da
Q9HD23	ENSG00000124532	MRS2	Known mitochondrial	Da
Q9HD23	ENSG00000124532	MRS2	Known mitochondrial	Da
Q9HD23	ENSG00000124532	MRS2	Known mitochondrial	Da
Q9HD33	ENSG00000136522	MRPL47	Known mitochondrial	Da
Q9HD33	ENSG00000136522	MRPL47	Known mitochondrial	Da
Q9HD33	ENSG00000136522	MRPL47	Known mitochondrial	Da
Q9HD34	ENSG00000214113	LYRM4	Known mitochondrial	Da
Q9NNW7	ENSG00000184470	TXNRD2	Known mitochondrial	Da
Q9NNW7	ENSG00000184470	TXNRD2	Known mitochondrial	Da
Q9NNW7	ENSG00000184470	TXNRD2	Known mitochondrial	Da
Q9NNW7	ENSG00000184470	TXNRD2	Known mitochondrial	Da
Q9NNZ3	ENSG00000110011	DNAJC4	Predicted mitochondrial	NA
Q9NP58	ENSG00000115657	ABCB6	Known mitochondrial	Da
Q9NP58	ENSG00000115657	ABCB6	Known mitochondrial	Da
Q9NP80	ENSG00000135241	PNPLA8	Known mitochondrial	Da
Q9NP80	ENSG00000135241	PNPLA8	Known mitochondrial	Da
Q9NP80	ENSG00000135241	PNPLA8	Known mitochondrial	Da
Q9NP81	ENSG00000104835	SARS2	Known mitochondrial	Da
Q9NP81	ENSG00000104835	SARS2	Known mitochondrial	Da
Q9NP92	ENSG00000112996	MRPS30	Known mitochondrial	Da
Q9NPB1	ENSG00000205309	NT5M	Known mitochondrial	Da
Q9NPE2	ENSG00000182768	NGRN	Known mitochondrial	NA
Q9NPE2	ENSG00000182768	NGRN	Known mitochondrial	NA
Q9NPG2	ENSG00000165553	NGB	Predicted mitochondrial	NA
Q9NPH0	ENSG00000162836	ACP6	Known mitochondrial	Da
Q9NPH0	ENSG00000162836	ACP6	Known mitochondrial	Da
Q9NPH5	ENSG00000086991	NOX4	Known mitochondrial	Da
Q9NPH5	ENSG00000086991	NOX4	Known mitochondrial	Da
Q9NPH5	ENSG00000086991	NOX4	Known mitochondrial	Da
Q9NPH5	ENSG00000086991	NOX4	Known mitochondrial	Da
