"Gene.ID"	"Symbol"	"Homologs"	"Description"	"Category"	"Score"	"Evidence"	"Notes"	"OMIM_ID"	"Dis_description"	"DomRec"	"WashU"	"Disease"	"pLI"
"1307"	"ENSG00000183648"	"NDUFB1"	"ENSG00000183648 ENSDARG00000087456 "	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa"	"Known mitochondrial"	0.973201783	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID12210211_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.019375 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.311678002538598
"1308"	"ENSG00000183747"	"ACSM2A"	"ENSG00000183747 ENSMUSG00000030945 "	"acyl-CoA synthetase medium-chain family member 2A"	"Known mitochondrial"	0.996867303	"PMID14651853_Sum: 2 | PMID26450961_Sum: 3 | PMID16615898_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.31396875 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.75 | "	"Characterised"	NA	NA	NA	NA	0	2.48680424010888e-06
"1309"	"ENSG00000183773"	"AIFM3"	"ENSG00000183773 ENSDARG00000062780 ENSMUSG00000022763 ENSRNOG00000037957 "	"apoptosis-inducing factor, mitochondrion-associated, 3"	"Known mitochondrial"	0.473430958	"MTS_Mean: 0.0196 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.4 | "	"Characterised"	NA	NA	NA	NA	0	1.95828310839448e-10
"1310"	"ENSG00000183833"	"MAATS1"	"ENSG00000183833 ENSDARG00000006292 ENSMUSG00000022805 ENSRNOG00000002976 "	"MYCBP-associated, testis expressed 1"	"Known mitochondrial"	0.970972202	"PMID26450961_Sum: 2 | MTS_Mean: 0.15274375 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.429 | "	"OMIM:609910 Isoform 4 is mitochondrial"	NA	NA	NA	NA	0	9.7774896920592e-10
"1311"	"ENSG00000183891"	"TTC32"	"ENSG00000183891 ENSDARG00000069241 ENSMUSG00000066637 ENSRNOG00000049088 "	"tetratricopeptide repeat domain 32"	"Predicted mitochondrial"	0.886660637	"MTS_Mean: 0.15835 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.306 | "	""	NA	NA	NA	NA	0	0.0898978964968043
"1312"	"ENSG00000183978"	"COA3"	"ENSG00000183978 ENSDARG00000097456 ENSMUSG00000017188 ENSRNOG00000020487 "	"cytochrome c oxidase assembly factor 3"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.11083125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.833 | "	"Characterised; APEX; PMID:23371551; PMID:25002142"	""	"Mitochondrial complex IV deficiency"	"R"	"MitoDis"	1	0.00470837762889433
"1313"	"ENSG00000184047"	"DIABLO"	"ENSG00000184047 ENSDARG00000014956 ENSMUSG00000029433 ENSRNOG00000029197 "	"diablo, IAP-binding mitochondrial protein"	"Known mitochondrial"	0.999999997	"PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 13 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.7297125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.294 | "	"Characterised; APEX; PMID:25002142"	"614152"	"Deafness, autosomal dominant 64"	"D"	"MitoDis"	1	0.000889964950590053
"1314"	"ENSG00000184076"	"UQCR10"	"ENSG00000184076 ENSDARG00000104517 ENSMUSG00000059534 ENSRNOG00000059061 "	"ubiquinol-cytochrome c reductase, complex III subunit X"	"Known mitochondrial"	0.99999812	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12865426_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.57183125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: -0.8 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.149717438688814
"1315"	"ENSG00000184117"	"NIPSNAP1"	"ENSG00000184117 ENSDARG00000005320 ENSMUSG00000034285 ENSRNOG00000008374 "	"nipsnap homolog 1 (C. elegans)"	"Known mitochondrial"	1	"PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 3 | MTS_Mean: 0.8491625 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 0.4 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.5 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	0.979278956519241
"1316"	"ENSG00000184227"	"ACOT1"	"ENSG00000184227 ENSMUSG00000072949 ENSRNOG00000055221 "	"acyl-CoA thioesterase 1"	"Predicted mitochondrial"	0.99999943	"PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID26450961_Sum: 14 | PMID16615898_Sum: 4 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.05676875 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.2 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.176 | "	""	NA	NA	NA	NA	0	0.0359991659838093
"1317"	"ENSG00000184347"	"SLIT3"	"ENSG00000184347 ENSDARG00000034268 ENSMUSG00000056427 ENSRNOG00000007377 "	"slit guidance ligand 3"	"Known mitochondrial"	0.235599642	"MTS_Mean: 0.3736 | compartments_knowledge_difference: -1 | Comm_Mito_Ratio: 0.048 | "	"Literature; PMID: 11443047"	NA	NA	NA	NA	0	0.991788383605727
"1318"	"ENSG00000184428"	"TOP1MT"	"ENSG00000184428 ENSDARG00000104809 ENSMUSG00000000934 ENSRNOG00000007500 "	"topoisomerase (DNA) I, mitochondrial"	"Known mitochondrial"	0.987468454	"PMID24708184_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.84269375 | HPA_Mitochondria: 1 | compartments_knowledge_difference: -0.2 | Comm_Mito_Ratio: 0.211 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	1.63072339882279e-19
"1319"	"ENSG00000184470"	"TXNRD2"	"ENSG00000184470 ENSDARG00000075923 ENSMUSG00000075704 ENSRNOG00000001890 "	"thioredoxin reductase 2"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 12 | PMID12601808_placenta_0: 1 | PMID16615898_Sum: 4 | PMID16615899_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.96435625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 3 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	""	"Dilated cardiomyopathy"	"D"	NA	1	1.06916304756314e-08
"1320"	"ENSG00000184524"	"CEND1"	"ENSG00000184524 ENSMUSG00000060240 ENSRNOG00000018448 "	"cell cycle exit and neuronal differentiation 1"	"Predicted mitochondrial"	0.979860885	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 7 | PMID16615898_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 7 | MTS_Mean: 0.04304375 | HPA_Mitochondria: 1 | "	""	NA	NA	NA	NA	0	0.584353271222879
"1321"	"ENSG00000184752"	"NDUFA12"	"ENSG00000184752 ENSDARG00000042469 ENSMUSG00000020022 ENSRNOG00000007407 "	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12"	"Known mitochondrial"	0.999999999	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12601808_placenta_0: 1 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID16674101_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 6 | MTS_Mean: 0.59179375 | hela_subcell_location_Mitochondrion: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | "	"Characterised; Metabolic model; "	"256000"	"Leigh syndrome"	"R"	"MitoDis"	1	0.00201599261273099
"1322"	"ENSG00000184831"	"APOO"	"ENSG00000184831 ENSDARG00000026444 ENSMUSG00000049233 ENSRNOG00000046918 "	"apolipoprotein O"	"Known mitochondrial"	0.999999986	"PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 14 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.52483125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | "	"OMIM:300753"	NA	NA	NA	NA	0	0.754113198235746
"1323"	"ENSG00000184857"	"TMEM186"	"ENSG00000184857 ENSDARG00000074264 ENSMUSG00000043140 ENSRNOG00000027087 "	"transmembrane protein 186"	"Predicted mitochondrial"	1	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 13 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.82376875 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | Cluh_Enrichment: 1 | "	""	NA	NA	NA	NA	0	0.00140985400566882
"1324"	"ENSG00000184867"	"ARMCX2"	"ENSG00000184867 ENSMUSG00000033436 ENSRNOG00000025705 "	"armadillo repeat containing, X-linked 2"	"Predicted mitochondrial"	0.816381063	"MTS_Mean: 0.184175 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | "	""	NA	NA	NA	NA	0	0.730479736461147
"1325"	"ENSG00000184903"	"IMMP2L"	"ENSG00000184903 ENSDARG00000004925 ENSMUSG00000056899 SPBC336.13c YMR035W "	"inner mitochondrial membrane peptidase subunit 2"	"Known mitochondrial"	0.99999435	"PMID26450961_Sum: 7 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MTS_Mean: 0.261 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | "	"Characterised"	NA	NA	NA	NA	0	0.0407609178597598
"1326"	"ENSG00000184983"	"NDUFA6"	"ENSG00000184983 ENSDARG00000038028 ENSMUSG00000022450 ENSRNOG00000008569 "	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa"	"Known mitochondrial"	1	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 4 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 7 | MTS_Mean: 0.675525 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.966 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.00325949355170513
"1327"	"ENSG00000184992"	"BRI3BP"	"ENSG00000184992 ENSDARG00000010108 ENSMUSG00000037905 ENSRNOG00000000979 "	"BRI3 binding protein"	"Predicted mitochondrial"	0.978950894	"PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 2 | MS_Brain_Sum: 3 | MTS_Mean: 0.2481375 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.8 | "	""	NA	NA	NA	NA	0	0.125132504957692
"1328"	"ENSG00000185236"	"RAB11B"	"ENSG00000185236 ENSDARG00000090086 ENSMUSG00000077450 ENSRNOG00000007648 "	"RAB11B, member RAS oncogene family"	"Predicted mitochondrial"	0.874053187	"PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID15501831_Sum: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.02775625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: -1.2 | Comm_Mito_Ratio: 0.737 | "	""	NA	NA	NA	NA	0	0.664363642569307
"1329"	"ENSG00000185386"	"MAPK11"	"ENSG00000185386 ENSDARG00000045836 ENSMUSG00000053137 ENSRNOG00000006984 "	"mitogen-activated protein kinase 11"	"Predicted mitochondrial"	0.985380385	"MTS_Mean: 0.50974375 | HPA_Mitochondria: 1 | Comm_Mito_Ratio: 0.692 | "	""	NA	NA	NA	NA	0	0.472036682263674
"1330"	"ENSG00000185414"	"MRPL30"	"ENSG00000185414 ENSDARG00000069850 ENSMUSG00000026087 ENSRNOG00000049330 "	"mitochondrial ribosomal protein L30"	"Known mitochondrial"	1	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.78208125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.8 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.543252452898348
"1331"	"ENSG00000185608"	"MRPL40"	"ENSG00000185608 ENSDARG00000043554 ENSMUSG00000022706 ENSRNOG00000049686 "	"mitochondrial ribosomal protein L40"	"Known mitochondrial"	1	"PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.8808375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.0200816914982677
"1332"	"ENSG00000185624"	"P4HB"	"ENSG00000185624 ENSDARG00000105116 ENSMUSG00000025130 ENSRNOG00000036689 "	"prolyl 4-hydroxylase, beta polypeptide"	"Known mitochondrial"	0.99656944	"PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID11840540_liver_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15501831_Sum: 2 | PMID15507458_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16520066_articular_chondrocytes_0: 1 | PMID16615898_Sum: 6 | PMID16674101_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | PMID9638947_placenta_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.10446875 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: -2.8 | Comm_Mito_Ratio: 0.611 | "	"APEX; PMID:25002142"	"112240"	"Cole-Carpenter syndrome 1"	"D"	NA	1	0.968508654303976
"1333"	"ENSG00000185633"	"NDUFA4L2"	"ENSG00000185633 ENSDARG00000087907 ENSMUSG00000040280 ENSRNOG00000031851 "	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2"	"Known mitochondrial"	0.965643831	"PMID24708184_Sum: 1 | PMID26450961_Sum: 1 | MS_Placenta_Sum: 1 | MTS_Mean: 0.5691125 | HPA_Mitochondria: 1 | "	"Characterised; Metabolic model; "	NA	NA	NA	NA	0	0.0142523749586636
"1334"	"ENSG00000185818"	"NAT8L"	"ENSG00000185818 ENSDARG00000077256 ENSMUSG00000048142 ENSRNOG00000049351 "	"N-acetyltransferase 8-like (GCN5-related, putative)"	"Known mitochondrial"	0.962746713	"MTS_Mean: 0.0144625 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.6 | Comm_Mito_Ratio: 0.647 | "	"OMIM:610647"	"614063"	"N-acetylaspartate deficiency"	"R"	NA	1	0.32467788359779
"1335"	"ENSG00000185875"	"THNSL1"	"ENSG00000185875 ENSDARG00000103637 ENSMUSG00000048550 ENSRNOG00000033076 "	"threonine synthase-like 1 (S. cerevisiae)"	"Known mitochondrial"	0.999999423	"PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 9 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.42775 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.476 | "	"APEX; PMID:23371551"	NA	NA	NA	NA	0	5.61830090821939e-12
"1336"	"ENSG00000185917"	"SETD4"	"ENSG00000185917 ENSDARG00000036592 ENSMUSG00000022948 ENSRNOG00000001699 "	"SET domain containing 4"	"Predicted mitochondrial"	0.820436777	"MTS_Mean: 0.55925625 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.111 | "	""	NA	NA	NA	NA	0	2.5473165547071e-12
"1337"	"ENSG00000185973"	"TMLHE"	"ENSG00000185973 ENSDARG00000077547 ENSMUSG00000079834 ENSRNOG00000000729 "	"trimethyllysine hydroxylase, epsilon"	"Known mitochondrial"	1	"PMID16415296_unknown_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 7 | PMID16615898_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 2 | MS_Skeletal_Muscle_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.78510625 | HPA_Mitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2.8 | Cluh_Enrichment: 1 | "	"Characterised; APEX; PMID:23371551"	NA	NA	NA	NA	0	0.00276292005354084
"1338"	"ENSG00000186010"	"NDUFA13"	"ENSG00000186010 ENSMUSG00000036199 ENSRNOG00000021688 "	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	"Known mitochondrial"	0.999992611	"PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 2 | PMID12601808_placenta_0: 1 | PMID12865426_liver_0: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 1 | PMID21360670_skeletal_muscle_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 7 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 6 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 8 | MTS_Mean: 0.09225625 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | Comm_Mito_Ratio: 0.966 | "	"Characterised; Metabolic model; "	""	"Early onset hypotonia, dyskinesia and sensorial deficiencies"	"R"	"MitoDis"	1	0.000121026586319051
"1339"	"ENSG00000186051"	"TAL2"	"ENSG00000186051 ENSDARG00000042041 ENSMUSG00000028417 ENSRNOG00000028082 "	"T-cell acute lymphocytic leukemia 2"	"Predicted mitochondrial"	0.891787643	"MTS_Mean: 0.63960625 | Comm_Mito_Ratio: 0.263 | "	""	NA	NA	NA	NA	0	0.488535069507167
"1340"	"ENSG00000186081"	"KRT5"	"ENSG00000186081 ENSMUSG00000061527 ENSRNOG00000050420 "	"keratin 5, type II"	"Predicted mitochondrial"	0.979951433	"PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 14 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.580975 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: -1.6 | Comm_Mito_Ratio: 0.167 | "	""	"179850,131760,131900,601001,131800,131960,609352"	"Dowling-Degos disease 1; Epidemolysis bullosa simplex, Dowling-Meara type, Epidemolysis bullosa simplex, Koebner type; Epidemolysis bullosa simplex, recessive 1; Epidemolysis bullosa simplex, Weber-Cockayne type; Epidemolysis bullosa simplex-MP, Epidemolysis bullosa simplex-MCR"	"B"	NA	1	0.469327657850036
"1341"	"ENSG00000186150"	"UBL4B"	"ENSG00000186150 ENSMUSG00000055891 "	"ubiquitin-like 4B"	"Predicted mitochondrial"	0.952130662	"MTS_Mean: 0.29091875 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Comm_Mito_Ratio: 0.5 | "	""	NA	NA	NA	NA	0	0.000847798204150755
